ID,Datetime,Text
1310735854395039744,2020-09-29 00:19:14,RT @KIJHLCoyotes: Finding more billet homes is a necessity for our season to proceed. Please read the attached article on the precious impa…
1310599413140578305,2020-09-28 15:17:04,"@Eddie61893607 @tptalker @LisaChr56994429 @kylegriffin1 Some viruses take up residence permanently, like herpes simplex, or varicella (chicken pox, later in life shingles), but I’m not aware of any evidence COVID-19 is incorporated long term. Some damage may be sustained, but not the virus, poster doesn’t say what you did."
1310597010995605504,2020-09-28 15:07:31,There’s not a shred of irony in the spread of Covid - 19. None. it’s all based on science.
1310368522367889408,2020-09-27 23:59:35,"RT @D_ByersArtist: But the American taxpayer foots the bill for everything he does, and is supposed to get through Covid all these months o…"
1310365433090863104,2020-09-27 23:47:19,"RT @D_ByersArtist: But the American taxpayer foots the bill for everything he does, and is supposed to get through Covid all these months o…"
1310364105409208321,2020-09-27 23:42:02,"RT @D_ByersArtist: But the American taxpayer foots the bill for everything he does, and is supposed to get through Covid all these months o…"
1310362614699102221,2020-09-27 23:36:07,"RT @D_ByersArtist: But the American taxpayer foots the bill for everything he does, and is supposed to get through Covid all these months o…"
1310359709774352384,2020-09-27 23:24:34,"But the American taxpayer foots the bill for everything he does, and is supposed to get through Covid all these months on a measly $1200??? https://t.co/CYOKumhmZF"
1310265337535819776,2020-09-27 17:09:34,@JustinTrudeau @AstraZeneca I like you Trudeau but I ain't getting a covid vaccine in a verrrrry long time
1310229590284042242,2020-09-27 14:47:31,"RT @thausman: Learning loss and the so-called ""COVID slide"" are mythical constructs created by people who assume child development is linea…"
1310215353746763776,2020-09-27 13:50:57,"RT @thausman: Learning loss and the so-called ""COVID slide"" are mythical constructs created by people who assume child development is linea…"
1310213912197918725,2020-09-27 13:45:13,"Learning loss and the so-called ""COVID slide"" are mythical constructs created by people who assume child development is linear and sequential. More often, a meandering and unexpected path is what leads to success via @TheAtlantic https://t.co/L8OjANmqpw #MentalHealth #K12 #EdChat"
1310193666950967297,2020-09-27 12:24:47,"Alarmingly, the neck gaiter led to 110% droplet transmission, which was 10 percent higher than wearing no mask at all via @Forbes https://t.co/ACgIrb20ym #COVID__19 #MaskUp #PPE #coronavirus"
1309973066831679488,2020-09-26 21:48:11,RT @KIJHLCoyotes: Finding more billet homes is a necessity for our season to proceed. Please read the attached article on the precious impa…
1309870486235394048,2020-09-26 15:00:34,RT @KIJHLCoyotes: Finding more billet homes is a necessity for our season to proceed. Please read the attached article on the precious impa…
1309868581874626563,2020-09-26 14:53:00,RT @KIJHLCoyotes: Finding more billet homes is a necessity for our season to proceed. Please read the attached article on the precious impa…
1309863912523743238,2020-09-26 14:34:27,RT @KIJHLCoyotes: Finding more billet homes is a necessity for our season to proceed. Please read the attached article on the precious impa…
1309860233028579328,2020-09-26 14:19:50,RT @KIJHLCoyotes: Finding more billet homes is a necessity for our season to proceed. Please read the attached article on the precious impa…
1309622385578881024,2020-09-25 22:34:42,"Finding more billet homes is a necessity for our season to proceed. Please read the attached article on the precious impact YOU can have on a junior player &amp; contact Randy 250-485-2412 for more info. Covid protocols will be in place to keep everyone safe
https://t.co/71UMZ2380a"
1309593744652546048,2020-09-25 20:40:54,"Drive-up COVID testing at its finest🙄 @ Omak, Washington https://t.co/UNHghEKV1V"
1309483369609134080,2020-09-25 13:22:18,@Kokomothegreat As he’s sucking in Covid droplets 💧
1309470458266361858,2020-09-25 12:31:00,Health officials think schools in #Chelan County are close to being able to move to a hybrid model via @Wenatcheeworld https://t.co/3Jr9ge4Zxk #SchoolsReopening #CoronavirusPandemic #NCW
1309315072771067904,2020-09-25 02:13:33,#Chelan County downgraded to #COVID19 risk level 2 according to @HarvardGH https://t.co/x1m422JuXL #coronavirus #NCW https://t.co/3cLT2CcJGO
1309220158531973120,2020-09-24 19:56:24,"Made a friend today. She was in traffic, eating and yelling with her hands just like me. She is one COVID-is-real-and-racism-is-bad statement away from being my bestie."
1308897129872719872,2020-09-23 22:32:48,@govkristinoem Ok....so you still have no plan for covid? Because I don't think you can shoot it for dinner.😊
1308841831480922123,2020-09-23 18:53:04,@vincentdonofrio You and all the rest of us Vincent lol! Ahh yes...life during Covid.
1308841828964356096,2020-09-23 18:53:03,@realDonaldTrump Why don't these people care about anyone but themselves?? COVID cluster happening soon...
1308745897124089857,2020-09-23 12:31:51,There is no federal effort to monitor #coronavirus cases in schools via @nytimes https://t.co/mkKwao48QM #COVID19 #SchoolsReopening #StopTheSpread
1308465270986600450,2020-09-22 17:56:45,"@CNN @ckkoch3 @climateactiontr In the US, we are dealing with leaders in power that deny both Covid and climate change, tell us to rake our forests and make illogical jokes about green power alternatives. Our first priority needs to be a change in leadership! 
#VoteBlueDownBallot"
1308390658051158016,2020-09-22 13:00:16,"Hispanic, Black and Native American children accounted for 78% of those deaths even though those groups represent just 41% of the United States population via @USATODAY https://t.co/5VQu5aVsdj #COVID19 #SystemicRacism #BlackLivesMatter"
1308389916263370752,2020-09-22 12:57:19,"“A lot (of cases) we’re able to link a case to a case, and activities that occurred over the holiday weekend” via @SpokesmanReview #LaborDayWeekend #COVID19 #StopTheSpread https://t.co/iIQKWcBiKH"
1308332138660495365,2020-09-22 09:07:44,Gifts from Santa came in early this year due to Covid-19... 🎅🏼Thank you so much ate @fadevilla !!! So cute!!! 😍😍😍And the sweater ah... alam na! 🤪Hahaha I will wear it on Christmas day! 🎄 https://t.co/0gXS6CyHxx
1308270757990903808,2020-09-22 05:03:49,"RT @D_ByersArtist: @lawley_stephen Things going as well as can be expected, you know, Trump, Covid, fire smoke, yeeesh. Like all other Cana…"
1308269276676067330,2020-09-22 04:57:56,"@lawley_stephen Things going as well as can be expected, you know, Trump, Covid, fire smoke, yeeesh. Like all other Canadians, I can't wait til this election is over. Trump must be removed by whatever means necessary. Planning to hole up inside for the winter &amp; spend a lot of time with my paints"
1308246108439625728,2020-09-22 03:25:52,"@DragonAndTheFox I think you need to mask up and make an emergency outing to the nearest convenience store... buy a bagful! One stipulation, everything in the bag has to be something you never tried before.  Then try something new out of your goodie bag every few days. It's allowable cuz, Covid😉"
1308222926634672129,2020-09-22 01:53:45,"The one constant in our lives right now is the exponential growth of Covid-19, making this moment the safest opportunity to exercise our free and fair right to vote, during this term. It's logical reasoning because the future is so unknown.
@keithbaldrey @charlesadler @jodyvance https://t.co/fb86WakVId"
1308206599182249984,2020-09-22 00:48:53,"@ProFootballTalk Does the ""or else"" apply to Sean Payton?  Apparently he didn't get the COVID memo."
1308200065996005377,2020-09-22 00:22:55,"Fans or no fans, #Covid_19 goin crazy in #LasVegas tonight with the #Raiders debut."
1308179731741728768,2020-09-21 23:02:07,The so-called COVID-slide is made up by bean counters who think that the be-all and end-all of education is captured in test scores for reading and math. https://t.co/uIKAmHjZlo #COVID19 #ParadigmShift #K12
1308110284641320960,2020-09-21 18:26:10,"RT @TownofOliverBC: Oliver Council meets today, September 21st, at 5:00pm for Committee of the Whole &amp; Regular meeting starts at 7:00pm, at…"
1308107295373447168,2020-09-21 18:14:17,In the Covid world... I’ll let my chiropractor tell me if I should go the the emergency room. See you at 1:30!
1308089024918192130,2020-09-21 17:01:41,"Oliver Council meets today, September 21st, at 5:00pm for Committee of the Whole &amp; Regular meeting starts at 7:00pm, at Venables Theatre.  COVID-19 protocols will be adhered to with a 50 people max, physical distancing, sanitizing &amp; tracing information obtained for each attendee. https://t.co/m7TBSwYkhl"
1308085391946260485,2020-09-21 16:47:15,"@Softykjr With the number of significant player injuries through two weeks, I'm assuming we'll be hearing conversations soon discussing the effects of COVID related decreases in conditioning &amp; lack of preseason on these guys.  That, or coincidence? not sure."
1308081506347151364,2020-09-21 16:31:48,"RT @thausman: Several counties in #WA are seeing rising #COVID19 case counts two weeks after #LaborDayWeekend, including #Chelan, Spokane a…"
1308041029992484864,2020-09-21 13:50:58,RT @thausman: Traditional measures of achievement perpetuate educational inequities via @BuffettInst https://t.co/uSedB1qI9Q #EdEquity #K12…
1308040105735512064,2020-09-21 13:47:18,Traditional measures of achievement perpetuate educational inequities via @BuffettInst https://t.co/uSedB1qI9Q #EdEquity #K12 #SystemicRacism
